avg_coverage_last_window,avg_len_last_window,avg_reward_last_window,best_coverage_fraction,best_coverage_iter,best_episode_reward_mean,budget_utilization_mean,collision_rate_mean,collision_steps_mean,coverage_fraction_mean,coverage_stop_threshold,coverage_stop_triggered,coverage_window_count,episode_len_mean,episode_reward_mean,episodes_this_iter,episodes_total,frontier_alignment_mean,global_map_mean,iter,iter_wall_s,local_minimap_mean,milestone_75_rate_mean,minimap_mean,nav_memory_fraction_mean,new_cells_total_mean,recovery_action,recovery_triggered,safety_filter_applied_rate_mean,safety_front_min_m_mean,steps_per_sec,timesteps_total
0.045454545454545456,218.0,-54.47974910336237,0.04545454545454545,1,-54.47974910336237,0.7266666666666668,0.4444444444444444,0.4444444444444444,0.04545454545454545,0.8,False,9,218.0,-54.47974910336237,9,9,0.08982136602733387,0.20238932967185974,1,3.80682635307312,0.6377777887715234,0.0,0.2735312382380168,0.022727272727272724,42.0,none,False,0.0,4.948595364888509,537.9809347875088,2048
0.044448390151515145,253.875,-29.185607871101315,0.04545454545454545,1,-29.18560787110131,0.84625,0.25,0.25,0.043154761904761904,0.8,False,16,253.875,-29.18560787110131,7,16,0.2715722383309185,0.20272707659751177,2,3.7786166667938232,0.6387500092387199,0.0,0.27397266030311584,0.021577380952380952,39.875,none,False,0.0,3.763466753065586,541.9972917596161,4096
0.04426664072841758,266.45454545454544,-17.865959600863885,0.04545454545454545,1,-17.86595960086388,0.8881818181818182,0.18181818181818182,0.18181818181818182,0.043781975600157425,0.8,False,22,266.45454545454544,-17.86595960086388,6,22,0.32120041585320985,0.2029468220743266,3,3.7761285305023193,0.6427272802049463,0.0,0.27480637756260956,0.021890987800078712,40.45454545454545,none,False,0.0,3.4546772837638855,542.3544202632226,6144
0.044913697758660456,274.55172413793105,-7.480327233705503,0.04694730556799522,4,-7.480327233705503,0.9151724137931034,0.13793103448275862,0.13793103448275862,0.04694730556799522,0.8,False,29,274.55172413793105,-7.480327233705503,7,29,0.31817272024586446,0.20308331631380935,4,3.7481369972229004,0.6641379368716273,0.0,0.27841904040040644,0.02347365278399761,43.37931034482759,none,False,0.034482758620689655,3.5715322453400185,546.4047876364766,8192
0.045615102767989406,279.5,-0.5585678026560177,0.04852092352092353,5,-0.558567802656016,0.9316666666666666,0.1111111111111111,0.1111111111111111,0.04852092352092353,0.8,False,36,279.5,-0.558567802656016,7,36,0.3917886935725821,0.20337692730956608,5,3.8324153423309326,0.6750000069538752,0.0,0.28043952253129745,0.024260461760461764,44.833333333333336,none,False,0.027777777777777776,3.575905703836017,534.388842821607,10240
0.04646577035580201,282.83720930232556,6.9321549419549,0.05084063223598107,6,6.932154941954901,0.9427906976744186,0.09302325581395349,0.09302325581395349,0.05084063223598107,0.8,False,43,282.83720930232556,6.932154941954901,7,43,0.47224615394140507,0.20379256023917086,6,3.921595573425293,0.6683721015619677,0.0,0.2797042512616446,0.025420316117990536,46.97674418604651,none,False,0.06976744186046512,3.556034991907519,522.2364115969224,12288
0.047260562505989714,285.24,11.930255417737627,0.052142857142857144,7,11.930255417737627,0.9508,0.08,0.08,0.052142857142857144,0.8,False,50,285.24,11.930255417737627,7,50,0.4784774166444549,0.20400330722332,7,3.911593437194824,0.6596000093221664,0.0,0.2784472131729126,0.026071428571428572,48.18,none,False,0.12,3.4071042013168333,523.5717957101162,14336
0.04800177120874801,287.05263157894734,17.038680500036655,0.053296119085592765,8,17.03868050003666,0.9568421052631578,0.07017543859649122,0.07017543859649122,0.053296119085592765,0.8,False,57,287.05263157894734,17.03868050003666,7,57,0.5156350193403277,0.2043297946975942,8,3.9173073768615723,0.6522807118139768,0.0,0.2775243886730127,0.026648059542796382,49.24561403508772,none,False,0.14035087719298245,3.3058802872373345,522.8080931552519,16384
0.048712677743207866,284.1875,15.693379659766482,0.054501488095238096,9,17.03868050003666,0.9472916666666666,0.09375,0.09375,0.054501488095238096,0.8,False,64,284.1875,15.693379659766483,7,64,0.5509802778328776,0.20436313445679843,9,3.935469627380371,0.6468750089406967,0.0,0.2766689960844815,0.027250744047619048,50.359375,none,False,0.140625,3.4650903046131134,520.3953260752879,18432
0.04938181729785159,285.7464788732394,21.00285839977871,0.055499664654594244,10,21.00285839977871,0.9524882629107981,0.08450704225352113,0.08450704225352113,0.055499664654594244,0.8,False,71,285.7464788732394,21.00285839977871,7,71,0.5795544121536577,0.20440843911238119,10,3.9274275302886963,0.6461971931054559,0.0,0.27659614321211695,0.027749832327297122,51.28169014084507,none,False,0.1267605633802817,3.476791935907283,521.4609268294904,20480
0.049988508927947546,284.873417721519,21.826041504920795,0.055499664654594244,10,21.826041504920795,0.94957805907173,0.08860759493670886,0.08860759493670886,0.05537289714504904,0.8,False,79,284.873417721519,21.826041504920795,8,79,0.5946325137330767,0.20470311879357206,11,3.9342055320739746,0.6410126671006408,0.0,0.2759955280189273,0.02768644857252452,51.164556962025316,none,False,0.13924050632911392,3.4918065357811843,520.5625337322848,22528
0.05038207609533981,285.94117647058823,23.94440089465897,0.0555640437993379,12,23.94440089465897,0.9531372549019608,0.08235294117647059,0.08235294117647059,0.0555640437993379,0.8,False,85,285.94117647058823,23.94440089465897,6,85,0.5960654081725378,0.20477662156609927,12,3.9298598766326904,0.6338823612998513,0.0,0.2748919378308689,0.02778202189966895,51.34117647058824,none,False,0.17647058823529413,3.402563210094676,521.1381739531216,24576
0.05093174857207492,287.0108695652174,30.642450742114114,0.05760634293242989,13,30.642450742114114,0.9567028985507247,0.07608695652173914,0.07608695652173914,0.05760634293242989,0.8,False,92,287.0108695652174,30.642450742114114,7,92,0.6240176083978757,0.20499451312681902,13,4.049732685089111,0.636086964736814,0.0,0.27543445514596027,0.028803171466214944,53.22826086956522,none,False,0.16304347826086957,3.378829914590587,505.7123912253817,26624
0.051429508052106984,287.92929292929296,32.80169566148981,0.05797148978967161,14,32.801695661489816,0.9597643097643097,0.0707070707070707,0.0707070707070707,0.05797148978967161,0.8,False,99,287.92929292929296,32.801695661489816,7,99,0.6185430172466875,0.20509409151896082,14,3.913672924041748,0.6303030375880424,0.0,0.27457267663093526,0.028985744894835803,53.56565656565657,none,False,0.16161616161616163,3.3442063223231924,523.2936016239648,28672
0.05238718266855564,293.59,43.263332931200836,0.05998917748917749,15,43.26333293120086,0.9786333333333332,0.04,0.04,0.05998917748917749,0.8,False,100,293.59,43.26333293120086,7,106,0.6499294476956129,0.2053191329538822,15,3.9379539489746094,0.6334000074863434,0.0,0.275266987234354,0.029994588744588744,55.43,none,False,0.17,3.226128826737404,520.0670263128069,30720
0.05366023461660756,295.43,50.582395365987566,0.06232683982683982,16,50.58239536598758,0.9847666666666666,0.03,0.03,0.06232683982683982,0.8,False,100,295.43,50.58239536598758,7,113,0.7018701586872339,0.20560944333672523,16,3.954711675643921,0.6286000072956085,0.0,0.27472554832696916,0.03116341991341991,57.59,none,False,0.18,3.2498805284500123,517.8632901642663,32768
0.05520673697788264,295.43,58.60536290941647,0.06560606060606061,17,58.60536290941649,0.9847666666666666,0.03,0.03,0.06560606060606061,0.8,False,100,295.43,58.60536290941649,7,120,0.720326214209199,0.20595940664410592,17,3.916823148727417,0.6304000076651574,0.0,0.27531244546175004,0.032803030303030306,60.62,none,False,0.19,3.2818481838703155,522.872726756989,34816
0.05678676249051009,294.72,64.36076618538928,0.06861471861471863,18,64.36076618538931,0.9824,0.04,0.04,0.06861471861471863,0.8,False,100,294.72,64.36076618538931,7,127,0.7371614114195109,0.20637841790914535,18,3.9118151664733887,0.627600008547306,0.0,0.2752054741978645,0.034307359307359314,63.4,none,False,0.18,3.3866596806049345,523.5421186442021,36864
0.0584051035364373,292.18,70.03168876600215,0.07119047619047619,19,70.03168876600215,0.9739333333333334,0.05,0.05,0.07119047619047619,0.8,False,100,292.18,70.03168876600215,7,134,0.7663491343706846,0.2067565017938614,19,3.91632080078125,0.6200000086426735,0.0,0.2742799496650696,0.035595238095238096,65.78,none,False,0.18,3.3768677747249605,522.939795838853,38912
0.06007522921179556,292.18,76.7431047561988,0.07403679653679654,20,76.7431047561988,0.9739333333333334,0.05,0.05,0.07403679653679654,0.8,False,100,292.18,76.7431047561988,7,141,0.769276215955615,0.20708345651626586,20,4.007780313491821,0.6196000084280968,0.0,0.274488120675087,0.03701839826839827,68.41,none,False,0.17,3.3591266435384752,511.0060531775152,40960
0.06183081916447852,292.18,84.235207050657,0.07685064935064935,21,84.235207050657,0.9739333333333333,0.05,0.05,0.07685064935064935,0.8,False,100,292.18,84.235207050657,7,148,0.7738810490816832,0.20730876237154006,21,3.9734270572662354,0.6256000083684922,0.0,0.2756570041179657,0.038425324675324675,71.01,none,False,0.15,3.4065171378850936,515.4240836647064,43008
0.06394863643492733,289.19,89.5055366073842,0.07948051948051947,22,89.50553660738419,0.9639666666666667,0.06,0.06,0.07948051948051947,0.8,False,100,289.19,89.50553660738419,8,156,0.7885097251832485,0.20743039220571519,22,3.9513909816741943,0.6236000078916549,0.0,0.2754319629073143,0.039740259740259735,73.44,none,False,0.14,3.477116778194904,518.2984952636268,45056
0.06596301020078134,291.93,101.45239071853038,0.0831060606060606,23,101.45239071853035,0.9731000000000001,0.04,0.04,0.0831060606060606,0.8,False,100,291.93,101.45239071853035,7,163,0.7896666334569454,0.20761175513267516,23,3.9434690475463867,0.6306000089645386,0.0,0.2767274825274944,0.0415530303030303,76.79,none,False,0.12,3.4597348549962046,519.3396918569093,47104
0.06802740937994725,290.33,102.09143387581567,0.08484848484848484,24,102.09143387581564,0.9677666666666667,0.06,0.06,0.08484848484848484,0.8,False,100,290.33,102.09143387581564,7,170,0.7937010268867016,0.2077857631444931,24,3.9532840251922607,0.6250000083446503,0.0,0.2759580254554749,0.04242424242424242,78.4,none,False,0.13,3.523307636678219,518.0503062641443,49152
0.07033109951075894,292.16,110.06405262100355,0.08830086580086581,25,110.06405262100353,0.9738666666666667,0.05,0.05,0.08830086580086581,0.8,False,100,292.16,110.06405262100353,7,177,0.8021306738257408,0.2079360404610634,25,3.9249043464660645,0.6266000095009804,0.0,0.2763451860845089,0.044150432900432905,81.59,none,False,0.12,3.5360964187979698,521.7961558334521,51200
0.07275301513546686,292.16,114.38352563523891,0.09010822510822511,26,114.38352563523891,0.9738666666666665,0.05,0.05,0.09010822510822511,0.8,False,100,292.16,114.38352563523891,7,184,0.813733517229557,0.20809658527374267,26,3.9426984786987305,0.6258000093698501,0.0,0.27634877890348436,0.045054112554112555,83.26,none,False,0.08,3.6583343026041986,519.441192641222,53248
0.07484562897942344,292.16,118.77565883426192,0.09214285714285715,27,118.7756588342619,0.9738666666666665,0.05,0.05,0.09214285714285715,0.8,False,100,292.16,118.7756588342619,6,190,0.8161952415108681,0.20831574156880378,27,3.9513635635375977,0.6258000093698501,0.0,0.27653212517499925,0.046071428571428576,85.14,none,False,0.08,3.764496749341488,518.3020916876744,55296
0.07781607853426036,290.25,121.41001634284287,0.09501082251082249,28,121.4100163428429,0.9675,0.07,0.07,0.09501082251082249,0.8,False,100,290.25,121.4100163428429,8,198,0.8120769312977791,0.2085081607103348,28,3.9605796337127686,0.6314000096917153,0.0,0.277608136087656,0.047505411255411245,87.79,none,False,0.08,3.859643723666668,517.0960287143986,57344
0.08066222943722941,286.74,119.44097681467028,0.09531385281385281,29,121.4100163428429,0.9558,0.09,0.09,0.09531385281385281,0.8,False,100,286.74,119.44097681467032,8,206,0.8295800030231476,0.2088266395032406,29,3.937772274017334,0.6248000097274781,0.0,0.27679614365100863,0.047656926406926405,88.07,none,False,0.07,3.9119822099804877,520.0910203754928,59392
